,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,269.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
[1-0],0.0,0.0,0.0,93.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
[0-1],0.0,0.0,0.0,0.0,135.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,32.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,108.0,0.0,0.0,0.0,0.0,0.0,61.0
[0-2],0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,86.0,0.0,0.0,0.0,15.0,0.0,42.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,7.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,63.0,0.0,0.0,0.0,40.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,101.0,0.0,41.0,0.0,52.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,17.0,12.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,57.0,43.0,0.0,63.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,13.0,25.0,48.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
