,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,69861.0,91708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20010.0
[1-0],0.0,0.0,0.0,23620.0,35117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10919.0
[0-1],0.0,0.0,0.0,0.0,36510.0,39148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15716.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,7236.0,12357.0,0.0,0.0,0.0,0.0,0.0,0.0,3907.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,24406.0,32622.0,0.0,0.0,0.0,0.0,0.0,14320.0
[0-2],0.0,0.0,0.0,0.0,0.0,9238.0,0.0,0.0,21450.0,0.0,0.0,0.0,8652.0,0.0,8788.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.0,0.0,0.0,0.0,2363.0,359.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10756.0,17807.0,0.0,0.0,0.0,8089.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15087.0,0.0,25876.0,0.0,13338.0,0.0,14493.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7731.0,0.0,4160.0,3289.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14592.0,17097.0,11799.0,0.0,14487.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9902.0,6939.0,7845.0,9912.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
