,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,69994.0,91886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20055.0
[1-0],0.0,0.0,0.0,23664.0,35180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10945.0
[0-1],0.0,0.0,0.0,0.0,36591.0,39218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15743.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,7245.0,12382.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,24458.0,32679.0,0.0,0.0,0.0,0.0,0.0,14355.0
[0-2],0.0,0.0,0.0,0.0,0.0,9252.0,0.0,0.0,21497.0,0.0,0.0,0.0,8667.0,0.0,8795.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4477.0,0.0,0.0,0.0,2368.0,359.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10781.0,17839.0,0.0,0.0,0.0,8109.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15113.0,0.0,25921.0,0.0,13365.0,0.0,14524.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7746.0,0.0,4166.0,3296.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14614.0,17125.0,11813.0,0.0,14522.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9921.0,6949.0,7858.0,9932.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
